stock,cluster_id,anomaly_score,sector_id,x,y
FFIV UW Equity,1,0.1204631023747234,7,-3.5793825933523964,-2.7966453516451177
PODD UW Equity,0,0.19671742082570212,5,7.051829486597702,-3.25199119428635
WTW UW Equity,0,0.1903665318357447,4,7.2256451277175575,-3.1102367293345123
PCAR UW Equity,1,0.1405310155412766,6,-3.7576851494355306,-2.7436963460396697
AFL UN Equity,0,0.16273643042127658,4,6.663905701513942,-3.101552024624983
CDW UW Equity,0,0.1627516958506383,7,6.948700236847735,-3.3916268193828447
LYV UN Equity,2,0.2317781757902128,0,17.550547739843992,-3.365364856440485
APD UN Equity,1,0.1444758467868255,8,-3.3927638203607278,-2.8432861400426854
NDSN UW Equity,1,0.12599270745852764,6,-3.6127743526441436,-2.4996329972270637
CINF UW Equity,0,0.17612989684085106,4,6.888056555169678,-3.072741793003628
HSIC UW Equity,0,0.14879200821324257,5,6.625294008170124,-3.0131415929619627
DAY UN Equity,0,0.17374381490723406,6,7.078447831689848,-2.415664603199301
IT UN Equity,0,0.17033278698787235,7,6.754316795111778,-2.5506563968484564
MCO UN Equity,0,0.15996585641787234,4,6.560561196464379,-3.2080128243946717
ORLY UW Equity,3,0.2870999934170213,1,-1.916258470879285,-13.1776132784911
ETN UN Equity,1,0.14311652524000001,6,-3.5610605057656195,-2.586215447942143
RCL UN Equity,3,0.30375424066808515,1,-1.990595412242663,-13.137716127296391
VLTO UN Equity,0,0.18629594156765955,6,6.905831359446051,-3.041382264228354
AMD UW Equity,3,0.3044850161744681,7,-1.9155142347417644,-12.396969185603904
BRO UN Equity,0,0.1663079810714894,4,6.834948434366343,-3.3102313613864034
HII UN Equity,0,0.1508257109389787,6,6.3726573748822375,-3.0668820515041166
KR UN Equity,0,0.21525852614638297,2,7.367256506630712,-2.8151384842017526
ROK UN Equity,1,0.1418504680840851,6,-3.7018960518916413,-2.839565383762046
USB UN Equity,0,0.1611855272242553,4,6.633485066389959,-2.5674107669633717
BDX UN Equity,0,0.18055420869182978,5,7.086107349164184,-3.0259795687074256
MPC UN Equity,0,0.1954187311055319,3,6.708006330864019,-2.9820796563745646
SPG UN Equity,0,0.16279255586680852,9,6.612879681885227,-3.3301997408783723
MU UW Equity,0,0.2110367143302128,7,6.975151066629996,-2.8088784006660283
BBY UN Equity,0,0.1954548461142128,1,6.943583197182953,-3.008649960580785
AVGO UW Equity,0,0.17464340681702128,7,6.890162185733608,-2.8502406515435053
MKC UN Equity,0,0.217375031773617,2,7.266566885167298,-2.911930426329976
EVRG UW Equity,0,0.2101467613651064,10,7.180941831286947,-2.6911153074373115
XOM UN Equity,2,0.2261533872782979,3,17.39338050861904,-3.5264360850998324
MNST UW Equity,0,0.19232165145787236,2,7.011345776348236,-3.0818162037994226
VST UN Equity,0,0.18574589220595744,10,6.997954820087836,-2.983979854394105
CHTR UW Equity,0,0.21078964882714896,0,7.074294357375347,-2.059741202125376
ALL UN Equity,0,0.18755593199319148,4,7.092130267789239,-2.8887430625370505
SRE UN Equity,0,0.17744982334791487,10,6.981338175620828,-2.8159182489182957
CRM UN Equity,0,0.22076999083821275,7,7.386198708259192,-2.0573279093103998
GRMN UN Equity,2,0.2411805021787234,1,17.255023996832087,-3.1782381877142627
MCHP UW Equity,1,0.1396849467344681,7,-3.4964881646456605,-2.4542040565566947
TYL UN Equity,0,0.15447351983948937,7,6.728599536018569,-1.7651239361667193
AEP UW Equity,0,0.17950684999344682,10,6.947602932893692,-2.7591168227692497
APP UW Equity,2,0.25710950981714553,7,17.409208887193916,-2.92723066283583
PGR UN Equity,0,0.18382924025276595,4,7.25295248086935,-2.533121841846014
OXY UN Equity,2,0.227310416813617,3,17.394007863574856,-2.9151361959627358
MAR UW Equity,2,0.22624606378212767,1,17.35174028049378,-2.8921658347117214
PWR UN Equity,1,0.1446407030866383,6,-3.5356520850184863,-2.7077618873206517
BK UN Equity,0,0.16649257001531917,4,6.755936790425389,-2.330505151999972
MDLZ UW Equity,2,0.23673408097021278,2,17.477473267314583,-2.5675480270267554
MCD UN Equity,2,0.22545282915063827,1,17.372512071280617,-2.6398355891988063
AMGN UW Equity,0,0.15156358792595745,5,6.5690641152995966,-1.958554065719794
FISV UW Equity,0,0.16342129427190966,4,6.624315872573272,-2.612277183514344
UDR UN Equity,0,0.18296636774468086,9,6.783958382815053,-2.401716812478905
IVZ UN Equity,0,0.18056803292765955,4,6.727407169516151,-2.120897394064034
TROW UW Equity,1,0.14209166262970213,4,-3.4475999288513677,-2.170078146322666
COR UN Equity,2,0.25009398826187235,5,17.664521987775498,-2.5539395978544204
CRWD UW Equity,2,0.22784717565480847,7,17.543535619095053,-2.20213679142414
CTRA UN Equity,1,0.13614936768646807,3,-3.5404712900108226,-2.32382168393213
ACN UN Equity,0,0.16327372470408513,7,6.602504400260045,-2.181374706548908
JBL UN Equity,0,0.1656017042323404,7,6.749216627656217,-2.3589396800591804
CSCO UW Equity,0,0.1610481468425532,7,6.7630290417534615,-2.2731908404667585
DHI UN Equity,0,0.2137138265038298,1,7.263385826326671,-2.5582934885163366
HD UN Equity,4,0.5011593294553192,1,0.313237562518289,-24.182678814314176
NOW UN Equity,0,0.17419366372110637,7,6.733546467710953,-2.2489474095035997
